"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1218",1218,20,"FV",0.72,86.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",72,"Gd","TA","PConc","Gd","TA","Mn","GLQ",9.36,"Unf",0,3.64,13,"GasA","Ex","Y","SBrkr",1314,0,0,13.14,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2009,"RFn",2,5.52,"TA","TA","Y",1.35,1.12,0,0,0,0,"None","None","None",0,9,2009,"New","Partial",229456
"1221",1221,20,"RL",0.66,78,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",3.12,"LwQ",6,0,9.12,"GasA","TA","Y","SBrkr",912,0,0,9.12,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1964,"Unf",1,2.88,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,11,2006,"WD","Abnorml",115000
"1222",1222,20,"RL",0.55,82.5,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",2.5,"LwQ",4.92,2.1,9.52,"GasA","Ex","Y","SBrkr",1211,0,0,12.11,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",1968,"Unf",1,3.22,"TA","TA","Y",0,0.63,0,0,0,0,"None","None","None",0,8,2008,"WD","Normal",134000
"1225",1225,60,"RL",0.6,153.84,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",7.24,"Unf",0,0.64,7.88,"GasA","Ex","Y","SBrkr",788,702,0,14.9,1,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",2,3.88,"TA","TA","Y",1,0.75,0,0,0,0,"None","None","None",0,2,2008,"WD","Normal",184000
"1226",1226,80,"RL",0.65,104.82,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,8,1958,1958,"Hip","CompShg","VinylSd","VinylSd","BrkFace",63,"TA","Gd","CBlock","TA","TA","Av","GLQ",5.07,"Unf",0,0.81,5.88,"GasA","Ex","Y","SBrkr",1138,0,0,11.38,0,1,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1958,"RFn",1,2.64,"TA","TA","Y",2.24,0,0,0,0,0,"None","MnWw","None",0,6,2007,"WD","Normal",145000
"1227",1227,60,"RL",0.86,145.98,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Feedr","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",74,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,8.94,8.94,"GasA","Ex","Y","SBrkr",894,1039,0,19.33,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,6.68,"TA","TA","Y",1,0.18,0,0,0,0,"None","None","None",0,1,2008,"WD","Normal",214000
"1228",1228,20,"RL",0.72,88.72,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",300,"TA","TA","CBlock","TA","TA","No","ALQ",5.95,"Unf",0,3.17,9.12,"GasA","Ex","Y","SBrkr",912,0,0,9.12,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","Detchd",1992,"Unf",2,5.76,"TA","TA","Y",0,2.4,0,0,0,0,"None","None","None",0,12,2008,"WD","Normal",147000
"1230",1230,80,"RL",0.7,79.1,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.66,"Unf",0,4.09,10.75,"GasA","Gd","Y","SBrkr",1507,0,0,15.07,0,0,2,0,4,1,"TA",7,"Maj1",0,"None","Basment",1960,"Unf",1,4.04,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,8,2008,"WD","Normal",127000
"1232",1232,90,"RL",0.7,77.28,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",8.03,"Unf",0,3.03,11.06,"GasA","TA","Y","SBrkr",1190,0,0,11.9,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1962,"Unf",2,5.4,"TA","TA","Y",0,0.18,0,0,0,0,"None","GdWo","None",0,5,2006,"WD","Normal",132500
"1234",1234,20,"RL",0.69,121.6,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",10,"Unf",0,1.88,11.88,"GasA","Fa","Y","SBrkr",1188,0,0,11.88,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1959,"RFn",2,5.31,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,5,2010,"COD","Abnorml",142000
"1237",1237,160,"RL",0.36,26.28,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.64,7.64,"GasA","Ex","Y","SBrkr",764,862,0,16.26,0,0,2,1,2,1,"Gd",6,"Typ",0,"None","BuiltIn",2003,"RFn",2,4.74,"TA","TA","Y",0,0.27,0,0,0,0,"None","None","None",0,6,2010,"WD","Normal",175500
"1238",1238,60,"RL",0.41,123.93,"Pave","None","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,8.47,8.47,"GasA","Ex","Y","SBrkr",847,1101,0,19.48,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,4.34,"TA","TA","Y",1,0.48,0,0,0,0,"None","None","None",0,9,2006,"WD","Normal",195000
"1239",1239,20,"RL",0.63,130.72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,11.41,11.41,"GasA","Ex","Y","SBrkr",1141,0,0,11.41,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd",2005,"Unf",2,4.84,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,3,2006,"WD","Abnorml",142500
"1243",1243,85,"RL",0.85,106.25,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",8.85,"LwQ",1.68,0,10.53,"GasA","TA","Y","SBrkr",1173,0,0,11.73,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1974,"RFn",2,5.28,"TA","TA","Y",0,1.2,0,0,0,0,"None","MnPrv","None",0,1,2010,"WD","Family",170000
"1246",1246,80,"RL",0.78,120.9,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,5.85,5.85,"GasA","Ex","Y","SBrkr",1140,728,0,18.68,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1984,"Fin",2,4.77,"TA","TA","Y",2.68,1.12,0,0,1.47,0,"None","None","None",0,1,2007,"WD","Abnorml",178000
"1247",1247,60,"FV",0.65,81.25,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.56,7.56,"GasA","Ex","Y","SBrkr",756,797,0,15.53,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2005,"RFn",2,6.15,"TA","TA","Y",0,0.45,0,0,0,0,"None","None","None",0,3,2006,"New","Partial",186500
"1250",1250,20,"RL",0.6,72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.34,"Rec",0.96,2.46,8.76,"GasA","TA","Y","SBrkr",988,0,0,9.88,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1950,"Unf",1,2.76,"TA","TA","Y",0,0.8,0,0,0,0,"None","None","None",0,5,2007,"WD","Normal",119000
"1252",1252,120,"RL",0.69,31.36,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,14.05,14.05,"GasA","Ex","Y","SBrkr",1405,0,0,14.05,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,4.78,"TA","TA","Y",1.48,0.36,0,0,0,0,"None","None","None",0,3,2006,"WD","Normal",171750
"1253",1253,20,"RL",0.62,98.58,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.1,"Unf",0,3.54,8.64,"GasA","TA","Y","SBrkr",874,0,0,8.74,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1968,"RFn",1,2.88,"TA","TA","Y",0.33,0,0,0,0,0,"None","GdWo","Shed",600,11,2009,"WD","Normal",130000
"1255",1255,60,"RL",0.6,69.31,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.46,7.46,"GasA","Ex","Y","SBrkr",760,896,0,16.56,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,3.97,"TA","TA","Y",1.78,1.28,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",165400
"1256",1256,50,"RM",0.52,62.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",4.25,"Unf",0,4.59,8.84,"GasA","TA","Y","FuseA",959,408,0,13.67,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1978,"Unf",1,5.6,"TA","TA","Y",0,0,0,0,1.2,0,"None","None","None",0,11,2007,"WD","Normal",127500
"1258",1258,30,"RL",0.56,40.6,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,8,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,8.64,8.64,"GasA","Ex","Y","SBrkr",864,0,0,8.64,0,0,1,0,2,1,"TA",4,"Typ",0,"None","None",1980,"None",0,0,"None","None","Y",0,0.96,0,0,0,0,"None","None","None",0,7,2009,"WD","Normal",99900
"1259",1259,80,"RL",0.59,95.87,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.55,"Unf",0,2.01,8.56,"GasA","Ex","Y","SBrkr",1166,0,0,11.66,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",2005,"Fin",2,4,"TA","TA","Y",2.12,0,0,0,0,0,"None","None","None",0,7,2008,"WD","Normal",190000
"1260",1260,20,"RL",0.65,97.5,"Pave","None","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",6.02,"LwQ",4.38,0.14,10.54,"GasA","Gd","Y","SBrkr",1054,0,0,10.54,1,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd",1969,"Unf",2,4.6,"TA","TA","Y",1.8,0,0,0,0.8,0,"None","None","None",0,7,2008,"WD","Normal",151000
"1261",1261,60,"RL",0.69,246.82,"Pave","None","IR3","Lvl","AllPub","CulDSac","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,8.41,8.41,"GasA","Ex","Y","SBrkr",892,783,0,16.75,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1999,"Fin",2,5.02,"TA","TA","Y",0,1.03,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",181000
"1262",1262,20,"RL",0.8,96,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",5.04,"Unf",0,5.46,10.5,"GasA","Gd","Y","SBrkr",1050,0,0,10.5,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1956,"Unf",1,3.38,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",128900
"1265",1265,120,"RH",0.34,40.6,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",2.66,"Unf",0,11.39,14.05,"GasA","Ex","Y","SBrkr",1337,0,0,13.37,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1998,"Fin",2,5.11,"TA","TA","Y",1.44,0.68,0,0,0,0,"None","None","None",0,8,2008,"COD","Abnorml",181000
"1266",1266,160,"FV",0.35,37.35,"Pave","None","Reg","Lvl","AllPub","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",4.5,"Unf",0,2.41,6.91,"GasA","Ex","Y","SBrkr",713,739,0,14.52,1,0,2,1,3,1,"Gd",6,"Typ",0,"None","Detchd",1999,"Unf",2,5.06,"TA","TA","Y",0,0.34,0,0,0,0,"None","None","None",0,3,2006,"WD","Normal",183900
"1270",1270,50,"RL",0.78,113.44,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",4.6,"Unf",0,4.14,8.74,"GasW","TA","Y","FuseA",874,650,0,15.24,0,0,1,1,3,1,"TA",7,"Typ",0,"None","Attchd",1958,"Unf",1,3.15,"TA","TA","Y",0,0,0,0,0,0,"None","GdWo","None",0,7,2007,"WD","Normal",144000
"1272",1272,20,"RL",0.69,91.56,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","PosN","Norm","1Fam","1Story",6,7,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,14.89,14.89,"GasA","Gd","Y","SBrkr",1489,0,0,14.89,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",1968,"RFn",2,4.62,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,8,2009,"WD","Normal",185750
"1273",1273,20,"RL",0.69,135.26,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,"TA","TA","CBlock","TA","TA","No","BLQ",5.6,"LwQ",3.75,0,9.35,"GasA","TA","Y","SBrkr",935,0,0,9.35,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1965,"Unf",1,2.88,"TA","TA","Y",1.8,0,0,0,0,0,"None","MnPrv","None",0,11,2006,"WD","Normal",137000
"1274",1274,80,"RL",1.24,115.12,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",7.19,"Unf",0,3,10.19,"GasA","Gd","Y","SBrkr",1357,0,0,13.57,1,0,1,0,2,1,"Ex",5,"Typ",1,"Gd","Basment",1959,"RFn",1,3.12,"TA","TA","Y",0,0,0,0,1.63,0,"None","GdPrv","None",0,5,2008,"WD","Normal",177000
"1277",1277,60,"RL",0.69,129.36,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Gd","No","BLQ",5.93,"Unf",0,1.3,7.23,"GasA","TA","Y","SBrkr",735,660,0,13.95,0,1,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1972,"Unf",2,4.97,"TA","TA","Y",2.94,1.16,0,0,0,0,"None","None","None",0,12,2009,"WD","Normal",162000
"1278",1278,80,"RL",0.69,178.71,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,5,1967,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",359,"TA","TA","CBlock","Gd","TA","Av","ALQ",5.28,"Unf",0,11.52,16.8,"GasA","Fa","Y","SBrkr",1724,0,0,17.24,1,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd",1967,"RFn",2,4.8,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,6,2009,"WD","Normal",197900
"1282",1282,20,"RL",0.5,80.49,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",10.53,"Unf",0,2.56,13.09,"GasA","TA","Y","SBrkr",1339,0,0,13.39,1,0,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1990,"Fin",2,4.84,"Gd","Gd","Y",0,0.58,0,0,0.9,0,"None","None","None",0,7,2006,"WD","Normal",180000
"1283",1283,20,"RL",0.61,88,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,2008,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",5.32,"Rec",1.44,3.64,10.4,"GasA","TA","Y","SBrkr",1040,0,0,10.4,0,0,2,0,3,1,"Gd",5,"Typ",0,"None","Detchd",1977,"Unf",2,4.84,"TA","TA","Y",0,0,0,0,2.88,0,"None","None","None",0,9,2009,"WD","Normal",150500
"1286",1286,50,"RM",0.5,60,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,7.8,7.8,"GasA","Ex","Y","FuseF",825,587,0,14.12,0,0,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,2.8,"TA","TA","Y",0.45,0,0,0,0,0,"None","None","None",0,5,2009,"WD","Normal",132500
"1288",1288,20,"RL",0.69,365,"Pave","None","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",5,5,1964,1964,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","TA","TA","Av","Rec",8.12,"Unf",0,8.12,16.24,"GasA","Fa","Y","SBrkr",1582,0,0,15.82,0,1,2,0,4,1,"TA",7,"Typ",0,"None","Attchd",1964,"Unf",2,3.9,"TA","TA","N",1.68,1.98,0,0,0,0,"None","None","None",0,6,2006,"WD","Normal",190000
"1291",1291,80,"RL",0.69,141.12,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",10.14,"Unf",0,1.38,11.52,"GasA","TA","Y","SBrkr",1152,0,0,11.52,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1964,"RFn",2,4.84,"TA","TA","Y",2.27,0,0,0,0,0,"None","None","None",0,4,2010,"WD","Normal",180500
"1292",1292,160,"RM",0.21,16.8,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","TA","TA","No","ALQ",2.31,"Unf",0,3.99,6.3,"GasA","TA","Y","SBrkr",630,672,0,13.02,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd",1972,"Unf",1,2.64,"TA","TA","Y",1.85,0,0,0,0,0,"None","None","None",0,2,2009,"WD","Normal",119500
"1294",1294,60,"RL",0.78,101.4,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1.94,"Unf",0,6.38,8.32,"GasA","TA","Y","SBrkr",832,832,0,16.64,0,0,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd",1976,"RFn",2,5.28,"TA","TA","Y",0,0.28,0,0,2.59,0,"None","GdWo","None",0,3,2006,"WD","Normal",162900
"1295",1295,20,"RL",0.6,81.72,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1955,1990,"Hip","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1.67,"Unf",0,6.97,8.64,"GasA","TA","Y","SBrkr",864,0,0,8.64,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1957,"Unf",2,5.72,"TA","TA","N",0,0,0,0,0,0,"None","None","None",0,4,2006,"WD","Normal",115000
"1296",1296,20,"RL",0.7,84,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",10.16,"Unf",0,0.36,10.52,"GasA","Gd","Y","SBrkr",1052,0,0,10.52,1,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd",1968,"RFn",1,2.88,"TA","TA","Y",3.56,0,0,0,0,0,"None","GdWo","None",0,11,2006,"WD","Normal",138500
"1297",1297,20,"RL",0.8,87,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",7.76,"Unf",0,3.44,11.2,"GasA","Gd","Y","SBrkr",1128,0,0,11.28,1,0,2,0,3,1,"TA",6,"Typ",0,"None","Attchd",1963,"RFn",2,5.25,"TA","TA","Y",1.92,0.2,1.23,0,0,0,"None","MnPrv","None",0,12,2008,"WD","Normal",155000
"1298",1298,180,"RM",0.35,36.75,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",5.47,"Unf",0,0,5.47,"GasA","Gd","Y","SBrkr",1072,0,0,10.72,1,0,2,0,2,1,"TA",5,"Typ",0,"None","Basment",2005,"Fin",2,5.25,"TA","TA","Y",0,0.44,0,0,0,0,"None","None","None",0,6,2006,"New","Partial",140000
"1300",1300,20,"RL",0.75,75,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",3.4,"Rec",9.06,0,12.46,"GasA","Ex","Y","SBrkr",1246,0,0,12.46,1,0,1,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1959,"RFn",1,3.05,"TA","TA","Y",2.18,0,0,0,0,0,"None","GdPrv","None",0,5,2010,"WD","Normal",154000
"1302",1302,70,"RL",0.69,75,"Pave","None","IR1","Bnk","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,7,1942,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",5.47,"Unf",0,2.24,7.71,"GasA","Fa","Y","SBrkr",753,741,0,14.94,0,0,1,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,2.13,"TA","TA","P",0,0,0,0,2.24,0,"None","None","None",0,11,2009,"WD","Normal",177500
